All	HP:0000001
Enlarged end part of the outermost bone of little finger	HP:0009147
Enlarged end part of the outermost bone of pinky finger	HP:0009147
Enlarged end part of the outermost bone of pinkie finger	HP:0009147
Small epiphysis of the distal phalanx of the 5th finger	HP:0009148
Small end part of the outermost bone of little finger	HP:0009148
Small end part of the outermost bone of pinky finger	HP:0009148
Small end part of the outermost bone of pinkie finger	HP:0009148
Triangular epiphysis of the distal phalanx of the 5th finger	HP:0009149
Triangular end part of the outermost bone of pinkie finger	HP:0009149
Triangular end part of the outermost bone of pinky finger	HP:0009149
Triangular end part of the outermost bone of little finger	HP:0009149
Delta-shaped epiphysis of the distal phalanx of the 5th finger	HP:0009149
Abnormality of the proximal phalanx of the 5th finger	HP:0009150
Abnormality of the innermost bone little finger	HP:0009150
Abnormality of the innermost bone pinky finger	HP:0009150
Abnormality of the innermost bone pinkie finger	HP:0009150
Abnormality of the epiphyses of the 5th finger	HP:0009152
Abnormality of end part of pinky finger bone	HP:0009152
Abnormality of end part of pinkie finger bone	HP:0009152
Abnormality of end part of little finger bone	HP:0009152
Abnormality of the epiphysis of the proximal phalanx of the 5th finger	HP:0009153
Abnormality of end part of the innermost bone of pinkie finger	HP:0009153
Abnormality of end part of the innermost bone of pinky finger	HP:0009153
Abnormality of end part of the innermost bone of little finger	HP:0009153
Triangular epiphysis of the proximal phalanx of the 5th finger	HP:0009154
Triangular end part of the innermost bone of little finger	HP:0009154
Delta-shaped epiphysis of the proximal phalanx of the 5th finger	HP:0009154
Triangular end part of the innermost bone of pinkie finger	HP:0009154
Triangular end part of the innermost bone of pinky finger	HP:0009154
Cone-shaped epiphysis of the proximal phalanx of the 5th finger	HP:0009155
Cone-shaped end part of the innermost bone of pinkie finger	HP:0009155
Cone-shaped end part of the innermost bone of pinky finger	HP:0009155
Cone-shaped end part of the innermost bone of little finger	HP:0009155
Cone-shaped epiphysis of the proximal phalanx of the little finger	HP:0009155
Angel-shaped epiphysis of the proximal phalanx of the 5th finger	HP:0009155
Ivory epiphysis of the proximal phalanx of the 5th finger	HP:0009157
Increased bone density of end part of the innermost bone of pinky finger	HP:0009157
Ivory epiphysis of the proximal phalanx of the little finger	HP:0009157
Increased bone density of end part of the innermost bone of little finger	HP:0009157
Increased bone density of end part of the innermost bone of pinkie finger	HP:0009157
Enlarged epiphysis of the proximal phalanx of the 5th finger	HP:0009158
Enlarged end part of the innermost bone of pinkie finger	HP:0009158
Enlarged end part of the innermost bone of little finger	HP:0009158
Enlarged end part of the innermost bone of pinky finger	HP:0009158
Small epiphysis of the proximal phalanx of the 5th finger	HP:0009159
Small end part of the innermost bone of pinkie finger	HP:0009159
Small end part of the innermost bone of pinky finger	HP:0009159
Small end part of the innermost bone of little finger	HP:0009159
Absent epiphysis of the proximal phalanx of the 5th finger	HP:0009160
Absent end part of the innermost bone of pinkie finger	HP:0009160
Absent end part of the innermost bone of little finger	HP:0009160
Absent end part of the innermost bone of pinky finger	HP:0009160
Aplasia/Hypoplasia of the middle phalanx of the 5th finger	HP:0009161
Absent/small middle bone of pinky finger	HP:0009161
Absent/underdeveloped middle bone of little finger	HP:0009161
Absent/hypoplastic middle phalanx of 5th finger	HP:0009161
Absent/underdeveloped middle bone of pinkie finger	HP:0009161
Absent/underdeveloped middle bone of pinky finger	HP:0009161
Absent middle phalanx of 5th finger	HP:0009162
Absent middle bone of pinkie finger	HP:0009162
Absent middle bone of pinky finger	HP:0009162
Aplasia of the middle phalanx of the 5th finger	HP:0009162
Absent middle bone of little finger	HP:0009162
obsolete Abnormal form of the 5th finger	HP:0009163
Abnormal calcification of the carpal bones	HP:0009164
Abnormal calcification of the wrist bones	HP:0009164
Carpal calcifications	HP:0009164
Stippling of the epiphysis of the distal phalanx of the 5th finger	HP:0009165
Speckled calcifications in end part of the outermost bone of little finger	HP:0009165
Speckled calcifications in end part of the outermost bone of pinkie finger	HP:0009165
Speckled calcifications in end part of the outermost bone of pinky finger	HP:0009165
Fragmentation of the epiphysis of the distal phalanx of the 5th finger	HP:0009166
Fragmentation of end part of the outermost bone of little finger	HP:0009166
Fragmentation of end part of the outermost bone of pinky finger	HP:0009166
Fragmentation of end part of the outermost bone of pinkie finger	HP:0009166
Irregular epiphysis of the distal phalanx of the 5th finger	HP:0009167
Irregular end part of the outermost bone of pinkie finger	HP:0009167
Irregular end part of the outermost bone of little finger	HP:0009167
Irregular end part of the outermost bone of pinky finger	HP:0009167
Bullet-shaped middle phalanx of the 5th finger	HP:0009168
Bullet-shaped middle little finger bone	HP:0009168
Bullet-shaped middle pinkie finger bone	HP:0009168
Bullet-shaped middle pinky finger bone	HP:0009168
Broad middle phalanx of the 5th finger	HP:0009169
Wide middle phalanx of the 5th finger	HP:0009169
Broad middle bone of little finger	HP:0009169
Broad middle bone of pinkie finger	HP:0009169
Broad middle bone of pinky finger	HP:0009169
Osteolytic defects of the middle phalanx of the 5th finger	HP:0009170
Triangular epiphyses of the metacarpals	HP:0009171
Triangular end part of the long bone of hand	HP:0009171
Abnormal 4th finger phalanx morphology	HP:0009172
Abnormal bones of 4th finger	HP:0009172
Abnormality of the phalanges of the ring finger	HP:0009172
Curved middle phalanx of the 5th finger	HP:0009173
Curved middle bone of pinky finger	HP:0009173
Curved middle bone of pinkie finger	HP:0009173
Curved middle bone of little finger	HP:0009173
Abnormality of the epiphyses of the 4th finger	HP:0009174
Abnormality of the end part of the ring finger	HP:0009174
Patchy sclerosis of the middle phalanx of the 5th finger	HP:0009175
Uneven increase in bone density in the middle bone of the little finger	HP:0009175
Uneven increase in bone density in the middle bone of the pinky finger	HP:0009175
Uneven increase in bone density in the middle bone of the pinkie finger	HP:0009175
Proximal/middle symphalangism of 5th finger	HP:0009177
Fused innermost and middle bones of little finger	HP:0009177
Proximal fifth finger symphalangism	HP:0009177
Symphalangism of the proximal and middle phalanges of the 5th finger	HP:0009177
Fused innermost and middle bones of pinky finger	HP:0009177
Fused innermost and middle bones of pinkie finger	HP:0009177
Proximal 5th finger symphalangism	HP:0009177
Symphalangism of middle phalanx of 5th finger	HP:0009178
Fused middle bones of pinkie finger	HP:0009178
Fused middle bones of little finger	HP:0009178
Fused middle bones of pinky finger	HP:0009178
Deviation of the 5th finger	HP:0009179
Displaced pinky finger	HP:0009179
Laterally displaced fifth finger	HP:0009179
Displaced pinkie finger	HP:0009179
Displaced little finger	HP:0009179
Ulnar deviation of the 5th finger	HP:0009180
Triangular shaped middle phalanx of the 5th finger	HP:0009182
Triangular shaped middle pinkie finger bone	HP:0009182
Triangular shaped middle pinky finger bone	HP:0009182
Triangular shaped middle little finger bone	HP:0009182
Joint contracture of the 5th finger	HP:0009183
5th finger camptodactyly	HP:0009183
Fifth finger camptodactyly	HP:0009183
Contracture of the distal interphalangeal joint of the 5th finger	HP:0009184
Contracture of the proximal interphalangeal joint of the 5th finger	HP:0009185
Contracture of the metacarpophalangeal joint of the 5th finger	HP:0009186
Bracket epiphysis of the distal phalanx of the 5th finger	HP:0009187
Bracket shaped end part of the outermost little finger bone	HP:0009187
Bracket shaped end part of the outermost pinkie finger bone	HP:0009187
Bracket shaped end part of the outermost pinky finger bone	HP:0009187
Pseudoepiphysis of the distal phalanx of the 5th finger	HP:0009188
Fragmentation of the metacarpal epiphyses	HP:0009189
Fragmentation of end part of the long bone of hand	HP:0009189
Irregular epiphyses of the metacarpals	HP:0009190
Irregular end part of the long bone of hand	HP:0009190
Ivory epiphyses of the metacarpals	HP:0009191
Increased bone density of end part of the long bone of hands	HP:0009191
Aplasia/Hypoplasia of the proximal phalanx of the 5th finger	HP:0009192
Absent/small innermost pinkie finger bone	HP:0009192
Absent/small innermost little finger bone	HP:0009192
Absent/small innermost pinky finger bone	HP:0009192
Absent/underdeveloped innermost pinky finger bone	HP:0009192
Pseudoepiphyses of the metacarpals	HP:0009193
Accessory proximal metacarpal ossification centers	HP:0009193
Metacarpal pseudoepiphyses	HP:0009193
Small epiphyses of the metacarpals	HP:0009194
Small end part of the long bone of hand	HP:0009194
Epiphyseal stippling of the metacarpals	HP:0009195
Speckled calcifications in end part of the long bone of hand	HP:0009195
Stippling of the epiphyses of the metacarpals	HP:0009195
Absent metacarpal epiphyses	HP:0009196
Absent end part of the long bone of hand	HP:0009196
Absent metacarpal ossification center	HP:0009196
Bracket epiphysis of the proximal phalanx of the 5th finger	HP:0009197
Bracket shaped end part of the innermost bone of the pinky finger	HP:0009197
Bracket shaped end part of the innermost bone of the pinkie finger	HP:0009197
Bracket shaped end part of the innermost bone of the little finger	HP:0009197
Abnormality of the epiphysis of the distal phalanx of the 5th finger	HP:0009198
Abnormality of end part of the outermost bone of the pinkie finger	HP:0009198
Abnormality of the epiphysis of the terminal phalanx of the little finger	HP:0009198
Abnormality of end part of the outermost bone of the little finger	HP:0009198
Abnormality of end part of the outermost bone of the pinky finger	HP:0009198
Irregular epiphysis of the proximal phalanx of the 5th finger	HP:0009199
Irregular end part of the innermost little finger bone	HP:0009199
Irregular end part of the innermost pinky finger bone	HP:0009199
Irregular end part of the innermost pinkie finger bone	HP:0009199
Pseudoepiphysis of the proximal phalanx of the 5th finger	HP:0009200
Stippling of the epiphysis of the proximal phalanx of the 5th finger	HP:0009201
Speckled calcifications in end part of the innnermost bone of the pinkie finger	HP:0009201
Speckled calcifications in end part of the innnermost bone of the little finger	HP:0009201
Speckled calcifications in end part of the innnermost bone of the pinky finger	HP:0009201
Fragmentation of the epiphysis of the proximal phalanx of the 5th finger	HP:0009202
Fragmentation of end part of the innermost bone of the little finger	HP:0009202
Fragmentation of end part of the innermost bone of the pinky finger	HP:0009202
Fragmentation of end part of the innermost bone of the pinkie finger	HP:0009202
Absent epiphysis of the middle phalanx of the 5th finger	HP:0009203
Absent end part of the middle bone of the pinkie finger	HP:0009203
Absent end part of the middle bone of the little finger	HP:0009203
Absent end part of the middle bone of the pinky finger	HP:0009203
Bracket epiphysis of the middle phalanx of the 5th finger	HP:0009204
Bracket shaped end part of the middle bone of the little finger	HP:0009204
Bracket shaped end part of the middle bone of the pinkie finger	HP:0009204
Bracket shaped end part of the middle bone of the pinky finger	HP:0009204
Cone-shaped epiphysis of the middle phalanx of the 5th finger	HP:0009205
Cone-shaped end part of the middle bone of the pinkie finger	HP:0009205
Cone-shaped end part of the middle bone of the little finger	HP:0009205
Cone-shaped end part of the middle bone of the pinky finger	HP:0009205
Enlarged epiphysis of the middle phalanx of the 5th finger	HP:0009206
Enlarged end part of the middle bone of the little finger	HP:0009206
Enlarged end part of the middle bone of the pinky finger	HP:0009206
Enlarged end part of the middle bone of the pinkie finger	HP:0009206
Fragmentation of the epiphysis of the middle phalanx of the 5th finger	HP:0009207
Fragmentation of end part of the middle bone of the little finger	HP:0009207
Fragmentation of end part of the middle bone of the pinky finger	HP:0009207
Fragmentation of end part of the middle bone of the pinkie finger	HP:0009207
Irregular epiphysis of the middle phalanx of the 5th finger	HP:0009208
Irregular end part of the middle bone of the pinkie finger	HP:0009208
Irregular end part of the middle bone of the little finger	HP:0009208
Irregular end part of the middle bone of the pinky finger	HP:0009208
Ivory epiphysis of the middle phalanx of the 5th finger	HP:0009209
Increased bone density of end part of the middle bone of pinky finger	HP:0009209
Increased bone density of end part of the middle bone of pinkie finger	HP:0009209
Increased bone density of end part of the middle bone of little finger	HP:0009209
Pseudoepiphysis of the middle phalanx of the 5th finger	HP:0009210
Small epiphysis of the middle phalanx of the 5th finger	HP:0009211
Small end part of the middle bone of the pinky finger	HP:0009211
Small end part of the middle bone of the pinkie finger	HP:0009211
Small end part of the middle bone of the little finger	HP:0009211
Stippling of the epiphysis of the middle phalanx of the 5th finger	HP:0009212
Speckled calcifications in end part of the middle bone of the little finger	HP:0009212
Speckled calcifications in end part of the middle bone of the pinkie finger	HP:0009212
Speckled calcifications in end part of the middle bone of the pinky finger	HP:0009212
Triangular epiphysis of the middle phalanx of the 5th finger	HP:0009213
Triangular end part of the middle bone of the pinky finger	HP:0009213
Delta-shaped epiphysis of the middle phalanx of the 5th finger	HP:0009213
Triangular end part of the middle bone of the little finger	HP:0009213
Triangular end part of the middle bone of the pinkie finger	HP:0009213
Absent epiphysis of the middle phalanx of the 4th finger	HP:0009214
Absent end part of the middle bone of the ring finger	HP:0009214
Bracket epiphysis of the middle phalanx of the 4th finger	HP:0009215
Bracket shaped end part of the middle bone of the ring finger	HP:0009215
Cone-shaped epiphysis of the middle phalanx of the 4th finger	HP:0009216
Cone-shaped end part of the middle bone of the ring finger	HP:0009216
Enlarged epiphysis of the middle phalanx of the 4th finger	HP:0009217
Enlarged end part of the middle bone of the ring finger	HP:0009217
Fragmentation of the epiphysis of the middle phalanx of the 4th finger	HP:0009218
Fragmentation of end part of the middle bone of the ring finger	HP:0009218
Irregular epiphysis of the middle phalanx of the 4th finger	HP:0009219
Irregular end part of the middle bone of the ring finger	HP:0009219
Ivory epiphysis of the middle phalanx of the 4th finger	HP:0009220
Increased bone density of end part of the middle ring finger bone	HP:0009220
Pseudoepiphysis of the middle phalanx of the 4th finger	HP:0009221
Small epiphysis of the middle phalanx of the 4th finger	HP:0009222
Small end part of the middle bone of the ring finger	HP:0009222
Stippling of the epiphysis of the middle phalanx of the 4th finger	HP:0009223
Speckled calcifications in end part of the middle bone of the ring finger	HP:0009223
Triangular epiphysis of the middle phalanx of the 4th finger	HP:0009224
Delta-shaped epiphysis of the middle phalanx of the 4th finger	HP:0009224
Triangular end part of the middle bone of the ring finger	HP:0009224
Aplasia of the proximal phalanx of the 5th finger	HP:0009225
Absent innermost bone of pinkie finger	HP:0009225
Absent innermost bone of little finger	HP:0009225
Absent innermost bone of pinky finger	HP:0009225
Short proximal phalanx of the 5th finger	HP:0009226
Short innermost pinky finger bone	HP:0009226
Hypoplastic/small proximal phalanx of the 5th finger	HP:0009226
Short proximal phalanx of the fifth finger	HP:0009226
Short innermost little finger bone	HP:0009226
Short innermost pinkie finger bone	HP:0009226
Broad proximal phalanx of the 5th finger	HP:0009227
Broad innermost pinky finger bone	HP:0009227
Wide proximal phalanx of the 5th finger	HP:0009227
Broad innermost pinkie finger bone	HP:0009227
Broad innermost little finger bone	HP:0009227
