Tous	HP:0000001
fragmentation épiphysaire de la phalange proximale du pouce	HP:0009668
épiphyse irrégulière de la phalange proximale du pouce	HP:0009669
épiphyse d'ivoire de la phalange proximale du pouce	HP:0009670
pseudo-épiphyse de la phalange proximale du pouce	HP:0009671
petites épiphyses de la phalange proximale du pouce	HP:0009672
calcifications ponctuées de l'épiphyse des phalanges proximales du pouce	HP:0009673
épiphyse triangulaire de la phalange proximale du pouce	HP:0009674
Absence des épiphyses de la phalange distale du pouce	HP:0009675
pont épiphysaire de la phalange distale du pouce	HP:0009676
épiphyses en forme de cône de la phalange distale du pouce	HP:0009677
épiphyse élargie de la phalange distale du pouce	HP:0009678
Epiphyses élargies de la phalange distale du pouce	HP:0009678
fragmentation épiphysaire de la phalange distale du pouce	HP:0009679
épiphyse irrégulière de la phalange distale du pouce	HP:0009680
épiphyse d'ivoire de la phalange distale du pouce	HP:0009681
pseudo-épiphyse de la phalange distale du pouce	HP:0009682
petites épiphyses de la phalange distale du pouce	HP:0009683
calcifications ponctuées de l'épiphyse des phalanges distales du pouce	HP:0009684
épiphyse triangulaire de la phalange distale du pouce	HP:0009685
Absence des épiphyses du pouce	HP:0009686
pont épiphysaire du pouce	HP:0009687
épiphyses en forme de cône du pouce	HP:0009688
épiphyses du pouce élargies	HP:0009689
fragmentation épiphysaire du pouce	HP:0009690
épiphyses irrégulières du pouce	HP:0009691
épiphyses d'ivoire du pouce	HP:0009692
pseudo-épiphyses du pouce	HP:0009693
petites épiphyses du pouce	HP:0009694
calcifications ponctuées de l'épiphyse du pouce	HP:0009695
épiphyses triangulaires du pouce	HP:0009696
contractures des articulations interphalangiennes distales des doigts	HP:0009697
contractures des articulations inter-phalangiennes distales des doigts	HP:0009697
contractures des articulations interphalangiennes proximales des doigts	HP:0009698
anomalies ostéolytiques des os de la main	HP:0009699
Synostose impliquant les os des doigts	HP:0009700
Symphalangisme de la main	HP:0009700
synostose impliquant les os du métacarpe	HP:0009701
synostose métacarpienne	HP:0009701
synostose impliquant les métacarpiens	HP:0009701
synostose impliquant les os du carpe	HP:0009702
fusion carpienne	HP:0009702
fusion des os du carpe	HP:0009702
synostose carpienne	HP:0009702
synostose impliquant le premier métacarpien	HP:0009703
Symphalangisme affectant le 1er métacarpien	HP:0009703
synostose impliquant le 1er métacarpien	HP:0009703
Hyperlymphocytose chronique du liquide céphalorachidien	HP:0009704
synostose impliquant le second métacarpien	HP:0009705
synostose impliquant le 2nd métacarpien	HP:0009705
synostose impliquant le troisième métacarpien	HP:0009706
synostose impliquant le 3ème métacarpien	HP:0009706
synostose impliquant le quatrième métacarpien	HP:0009707
synostose impliquant le 4ème métacarpien	HP:0009707
synostose impliquant le cinquième métacarpien	HP:0009708
synostose impliquant le 5ème métacarpien	HP:0009708
interferon alpha du LCR augmenté	HP:0009709
lésions par engelures	HP:0009710
hémangioblastome rétinien	HP:0009711
hémangioblastome de la rétine	HP:0009711
hémangioblastome spinal	HP:0009713
anomalie de l'épididyme	HP:0009714
cystadénome papillaire de l'épididyme	HP:0009715
nodules sousépendymaires	HP:0009716
tubercules corticaux	HP:0009717
Astrocytome sous-épendymaire à cellules géantes	HP:0009718
Astrocytome sous épendymaire à cellules géantes	HP:0009718
Macules hypopigmentées	HP:0009719
Adénomes sébacés	HP:0009720
Peau de chagrin	HP:0009721
puits d'émail dentaire	HP:0009722
anomalie de la région sous-unguéale	HP:0009723
fibrome sous-unguéal	HP:0009724
Tumeurs de la vessie	HP:0009725
tumeur rénale	HP:0009726
tumeurs du rein	HP:0009726
cancer du rein	HP:0009726
taches rétiniennes achromatiques	HP:0009727
Tumeurs du muscle strié	HP:0009728
Rhabdomyome cardiaque	HP:0009729
Rhabdomyome du coeur	HP:0009729
rhabdomyome	HP:0009730
hamartome cérébral	HP:0009731
hamartome du cerveau	HP:0009731
névrome plexiforme	HP:0009732
gliome	HP:0009733
Tumeur gliale	HP:0009733
gliome optique	HP:0009734
neurofibromes spinaux	HP:0009735
pseudarthrose du tibia	HP:0009736
pseudarthrose tibiale	HP:0009736
nodules de Lisch	HP:0009737
anomalie de l'antihélix	HP:0009738
antihélix anormal	HP:0009738
anomalies de l'anthélix	HP:0009738
hypoplasie de l'antihélix	HP:0009739
aplasie de la glande parotide	HP:0009740
néphrosclérose	HP:0009741
épaules raides	HP:0009742
distichiase	HP:0009743
Distichiasis isolé	HP:0009743
distichiasis	HP:0009743
anomalie de la dure-mère spinale	HP:0009744
anomalie de la dure-mère rachidienne	HP:0009744
kystes arachnoïdiens épiduraux du canal vertébral	HP:0009745
Cloison nasale large	HP:0009746
septum nasal large	HP:0009746
hirsutisme lombosacré	HP:0009747
large lobe de l'oreille	HP:0009748
fémur incurvé, court	HP:0009749
côtes courtes évasées	HP:0009750
aplasie du muscle grand pectoral	HP:0009751
Fente dans la base du crâne	HP:0009752
Syngnathie fibreuse	HP:0009754
Ankyloblépharon	HP:0009755
Pterygiums poplités	HP:0009756
ptérygion intercrural	HP:0009757
ptérygion du cou	HP:0009759
Pterygium antécubital	HP:0009760
rides faciales	HP:0009762
Douleur d'un membre	HP:0009763
douleur au niveau d'un membre	HP:0009763
mélalgie	HP:0009763
extrémité douloureuse	HP:0009763
aplasie/hypoplasie des phalanges de la main	HP:0009767
Phalanges de la main larges	HP:0009768
phalange de la main en forme de balle de fusil	HP:0009769
courbure des phalanges de la main	HP:0009770
anomalies ostéolytiques des phalanges de la main	HP:0009771
acro-ostéolyse	HP:0009771
sclérose irrégulière des phalanges de la main	HP:0009772
Symphalangisme affectant les phalanges de la main	HP:0009773
phalanges de la main de forme triangulaire	HP:0009774
Brides amniotiques	HP:0009775
pseudoaïnhum	HP:0009775
Maladie des brides amniotiques	HP:0009775
Adactylie	HP:0009776
aplasie du pouce	HP:0009777
pouce hypoplasique/petit	HP:0009778
Syndactylie du 3ème et 4ème orteil	HP:0009779
cornes iliaques	HP:0009780
signe de Lester	HP:0009781
Aplasie/hypoplasie du biceps	HP:0009782
Aplasie du biceps	HP:0009783
Aplasie/hypoplasie du triceps	HP:0009784
Aplasie du triceps	HP:0009785
aplasie/hypoplasie de la musculature de la cuisse	HP:0009786
aplasie/hypoplasie du quadriceps	HP:0009787
aplasie du quadriceps	HP:0009788
Abcès périanal	HP:0009789
abcès péri-anal	HP:0009789
hémisacrum (S2-S5)	HP:0009790
Sacrum bifide	HP:0009791
Tératome	HP:0009792
tératome présacré	HP:0009793
tératome pré-sacré	HP:0009793
Anomalie branchiale	HP:0009794
Fistule branchiale	HP:0009795
Kyste branchial	HP:0009796
cholestéatome	HP:0009797
Goitre euthyroïdien	HP:0009798
Rates surnuméraires	HP:0009799
Diabète maternel	HP:0009800
diabète gravidique	HP:0009800
grossesse chez les diabétiques	HP:0009800
aplasie des phalanges de la main	HP:0009802
hypoplasie phalangienne	HP:0009803
nombre réduit des dents	HP:0009804
insuffisance cardiaque congestive à bas débit	HP:0009805
Diabète insipide néphrogénique	HP:0009806
ventricule du cerveau unique	HP:0009807
Anomalie impliquant la diaphyse des membres supérieurs	HP:0009808
Anomalie impliquant la métaphyse des membres supérieurs	HP:0009809
Anomalie des articulations des membres supérieurs	HP:0009810
Anomalie du coude	HP:0009811
Amélie impliquant les membres supérieurs	HP:0009812
Phocomélie impliquant les membres supérieurs	HP:0009813
Péromélie impliquant les membres supérieurs	HP:0009814
Aplasie/hypoplasie des extrémités	HP:0009815
hypoplasie impliquant les os des membres inférieurs	HP:0009816
Aplasie impliquant les os des membres inférieurs	HP:0009817
Amélie impliquant les membres inférieurs	HP:0009818
Phocomélie impliquant les membres inférieurs	HP:0009819
Péromélie impliquant les membres inférieurs	HP:0009820
hypoplasie impliquant les os de l'avant bras	HP:0009821
Aplasie impliquant les os de l'avant-bras	HP:0009822
Aplasie impliquant les os des membres supérieurs	HP:0009823
hypoplasie impliquant les os des membres supérieurs	HP:0009824
Aplasie impliquant les os des extrémités	HP:0009825
hypoplasie impliquant les os des extrémités	HP:0009826
Amélie	HP:0009827
péromélie	HP:0009828
Phocomélie	HP:0009829
Neuropathie périphérique	HP:0009830
neuropathies périphériques	HP:0009830
mononeuropathie	HP:0009831
mononeuropathies	HP:0009831
anomalie des phalanges distales de la main	HP:0009832
anomalie de la deuxième phalange des mains	HP:0009833
anomalie de la 2ième phalange des mains	HP:0009833
anomalie des premières phalanges de la main	HP:0009834
aplasie/hypoplasie des phalanges distales de la main	HP:0009835
Larges phalanges distales de la main	HP:0009836
phalanges distales de la main en forme de balle de fusil	HP:0009837
courbure des phalanges distales de la main	HP:0009838
anomalies ostéolytiques des phalanges distales de la main	HP:0009839
sclérose irrégulière des phalanges distales de la main	HP:0009840
sclérose irrégulière des troisièmes phalanges de la main	HP:0009840
aplasie/hypoplasie des deuxièmes phalanges de la main	HP:0009843
aplasie/hypoplasie des phalanges intermédiaires de la main	HP:0009843
aplasie/hypoplasie des phalanges moyennes de la main	HP:0009843
Deuxièmes phalanges de la main larges	HP:0009844
phalanges moyennes de la main en forme de balle de fusil	HP:0009845
courbure des phalanges moyennes de la main	HP:0009846
anomalies ostéolytiques des phalanges moyennes de la main	HP:0009847
sclérose irrégulière de la phalange moyenne de la main	HP:0009848
Symphalangisme affectant les phalanges moyennes de la main	HP:0009849
phalanges moyennes de la main de forme triangulaire	HP:0009850
aplasie/hypoplasie des premières phalanges de la main	HP:0009851
phalanges proximales de la main larges	HP:0009852
phalange proximale de la main en forme de balle de fusil	HP:0009853
courbure des phalanges proximales de la main	HP:0009854
anomalies ostéolytiques des phalanges proximales de la main	HP:0009855
sclérose irrégulière des phalanges proximales de la main	HP:0009856
Symphalangisme affectant les phalanges proximales de la main	HP:0009857
phalanges proximales de la main de forme triangulaire	HP:0009858
phalanges distales de la main de forme triangulaire	HP:0009875
ataxie cérébelleuse avec démarche quadrupédale	HP:0009878
phalanges distales des doigts et des orteils larges	HP:0009880
aplasie des phalanges distales de la main	HP:0009881
hypoplasie des phalanges distales de la main	HP:0009882
hypoplasie des troisièmes phalanges de la main	HP:0009882
duplication partielle/complète des phalanges distales de la main	HP:0009883
phalanges distales de la main en baguette de tambour	HP:0009884
petite taille prénatale	HP:0009885
trichorrhexie noueuse	HP:0009886
trichorrhexis nodosa	HP:0009886
Anomalie de la pigmentation des cheveux	HP:0009887
anomalie des poils	HP:0009888
hirsutisme localisé	HP:0009889
implantation haute des cheveux sur le front	HP:0009890
hypoplasie des rebords orbitaires	HP:0009891
Anotie	HP:0009892
absence congénitale de l'auricule	HP:0009892
absence congénitale de l'oreille externe	HP:0009892
télangiectasie de l'oreille	HP:0009893
Oreilles épaissies	HP:0009894
anomalie de la branche de l'hélix	HP:0009895
anomalie de l'antitragus	HP:0009896
branche de l'hélix horizontale	HP:0009897
Hypoplasie de la racine de l'hélix	HP:0009898
Proéminence anormale de la racine de l'hélix	HP:0009899
Surdité unilatérale	HP:0009900
oreille plissée	HP:0009901
Échancrure de l'hélix de l'oreille	HP:0009902
nodule conjonctival	HP:0009903
Hélix de l'oreille proéminent	HP:0009904
Hélix de l'oreille peu épais	HP:0009905
aplasie/hypoplasie des lobes de l'oreille	HP:0009906
lobe de l'oreille attaché	HP:0009907
incisure du lobe de l'oreille	HP:0009908
lobe de l'oreille surélevé	HP:0009909
Aplasie des osselets de l'oreille moyenne	HP:0009910
anomalie de l'os temporal	HP:0009911
anomalie du tragus	HP:0009912
aplasie/hypoplasie du tragus	HP:0009913
cyclopie	HP:0009914
Asymétrie des cornées	HP:0009915
Anisocorie	HP:0009916
persistance des membranes pupillaires	HP:0009917
pupilles ectopiques	HP:0009918
rétinoblastome	HP:0009919
naevus d'Ota	HP:0009920
nevus de Ota	HP:0009920
anomalie de Duane	HP:0009921
persistance de l'artère hyaloïde	HP:0009922
Queue du sourcil absente/fine	HP:0009923
Aplasie/hypoplasie impliquant le nez	HP:0009924
Aplasie des paupières	HP:0009925
absence des paupières	HP:0009925
Augmentation de la production de larmes	HP:0009926
production de larmes augmentée	HP:0009926
larmoiement excessif	HP:0009926
aplasie du nez	HP:0009927
Larges ailes du nez	HP:0009928
anomalie du bord inférieur de la cloison nasale	HP:0009929
anomalie de la columelle	HP:0009929
Asymétrie des narines	HP:0009930
narines élargies	HP:0009931
narine unique	HP:0009932
narines étroites	HP:0009933
Narine surnuméraire	HP:0009934
Aplasie/hypoplasie de la cloison nasale	HP:0009935
Aplasie/hypoplasie du septum nasal	HP:0009935
Cloison nasale étroite	HP:0009936
septum nasal étroit	HP:0009936
hirsutisme facial	HP:0009937
joues en contrebas	HP:0009938
aplasie mandibulaire	HP:0009939
Asymétrie de la mandibule	HP:0009940
Asymétrie de la bouche	HP:0009941
duplication partielle/complète des phalanges du pouce	HP:0009942
duplication complète des phalanges du pouce	HP:0009943
duplication partielle des phalanges du pouce	HP:0009944
pouce bifide	HP:0009944
duplication partielle/complète des phalanges de l'index	HP:0009945
duplication partielle/complète des phalanges du 2ième doigt	HP:0009945
Polydactylie affectant l'index	HP:0009946
Polydactylie affectant le 2nd doigt	HP:0009946
duplication partielle/complète de la phalange proximale de l'index	HP:0009947
duplication partielle/complète de la phalange proximale du 2ième doigt	HP:0009947
duplication partielle/complète de la phalange distale de l'index	HP:0009948
duplication partielle/complète de la phalange distale du 2nd doigt	HP:0009948
duplication partielle/complète de la phalange moyenne de l'index	HP:0009949
duplication partielle/complète de la phalange moyenne du 2nd doigt	HP:0009949
duplication complète de la phalange distale de l'index	HP:0009950
duplication complète de la phalange distale du 2nd doigt	HP:0009950
duplication partielle de la phalange distale de l'index	HP:0009951
duplication partielle de la phalange distale du 2nd doigt	HP:0009951
duplication complète de la phalange moyenne de l'index	HP:0009952
